States/UTs,District,Year,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Rape,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnapping & Abduction,Kidnapping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Other Kidnapping,Dacoity,Dacoity with Murder,Other Dacoity,Robbery,Criminal Trespass/Burglary,Criminal Trespass or Burglary,House Trespass & House Breaking,Theft,Auto Theft,Other Thefts,Unlawful Assembly,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Counterfeit Offences related to Counterfeit Coin,Counterfeiting Government Stamp,Counterfeit currency & Bank notes,Counterfeiting currency notes/Bank notes,Using forged or counterfeiting currency/Bank notes,Possession of forged or counterfeiting currency/Bank notes,Making or Possessing materials for forged currency/Bank notes,Making or Using documents resembling currency,Arson,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Sexual Harassment,Assault or use of criminal force to women with intent to Disrobe,Voyeurism,Stalking,Other Assault on Women,Insult to the Modesty of Women,At Office premises,Other places related to work,In Public Transport system,Cruelty by Husband or his Relatives,Deaths due to negligent driving/act,Extortion,Incidence of Rash Driving,HumanTrafficking
Bihar,Sitamarhi,2014,91,335,4,11,11,0,0,0,11,0,11,20,220,19,11,2,188,0,20,0,20,63,165,165,0,579,276,303,0,27,16,68,0,0,0,0,0,0,0,0,0,37,101,101,0,0,29,0,0,0,0,0,0,0,0,0,0,242,96,61,88,4
Bihar,Siwan,2014,103,222,0,0,17,0,0,0,17,0,17,0,198,0,43,3,152,0,12,0,12,57,127,127,0,549,284,265,0,21,100,185,0,0,0,0,0,0,0,0,0,3,378,378,0,0,64,7,0,0,0,0,7,0,0,0,0,50,124,0,0,0
Bihar,Supaul,2014,64,87,11,0,32,0,0,0,32,0,32,13,132,68,0,0,64,0,6,0,6,23,49,49,0,274,79,195,0,33,72,12,0,0,0,0,0,0,0,0,0,11,37,37,0,0,22,0,0,0,0,0,0,0,0,0,0,83,76,19,57,0
Bihar,Vaishali,2014,135,58,0,0,28,0,0,0,28,0,28,0,296,0,0,3,222,71,13,0,13,62,185,185,0,1104,342,762,0,0,176,0,0,0,0,0,0,0,0,0,0,5,110,110,0,0,66,0,0,0,0,0,0,0,0,0,0,139,331,33,0,0
Bihar,Economic Offences Unit,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Anti Terrorist Squad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Total,2014,3403,4379,201,463,1127,0,0,0,1127,24,1103,484,6570,518,632,62,4641,717,538,12,526,1600,4674,4491,183,22888,8828,14060,360,1219,5187,967,310,294,0,16,13,2,1,0,0,517,17351,17347,4,0,1373,572,271,61,4,7,229,69,0,0,0,4672,4332,972,3485,44
Chhattisgarh,Balod,2014,17,12,0,0,34,0,0,0,34,2,32,0,27,0,0,0,18,9,0,0,0,4,77,77,0,110,37,73,0,6,23,0,0,0,0,0,0,0,0,0,0,13,13,13,0,0,4,62,16,8,0,9,29,3,0,0,0,23,97,0,0,1
Chhattisgarh,Balodbazar,2014,33,16,1,0,40,0,0,0,40,5,35,6,119,119,0,0,0,0,1,0,1,19,186,154,32,235,85,150,0,9,9,0,0,0,0,0,0,0,0,0,0,19,845,845,0,0,8,95,84,11,0,0,0,6,0,6,0,32,177,1,417,0
Chhattisgarh,Balrampur,2014,55,21,0,0,111,0,0,0,111,6,105,0,21,0,0,0,0,21,0,0,0,6,51,0,51,54,17,37,25,7,10,8,0,0,0,0,0,0,0,0,0,7,84,84,0,0,5,62,0,0,0,0,62,1,0,0,0,39,0,5,216,5
Chhattisgarh,Bemetra,2014,21,8,0,0,41,0,0,0,41,2,39,0,30,0,0,0,23,7,0,0,0,7,104,0,104,119,40,79,0,2,17,0,0,0,0,0,0,0,0,0,0,4,18,18,0,0,3,56,0,0,0,0,56,0,0,0,0,19,103,0,0,0
Chhattisgarh,Bilaspur,2014,72,34,4,0,94,0,0,0,94,4,90,0,216,188,1,3,24,0,0,0,0,49,378,342,36,488,307,181,0,7,58,7,1,0,0,1,1,0,0,0,0,31,112,112,0,0,13,211,49,2,3,15,142,5,0,0,0,75,266,10,178,0
Chhattisgarh,Bizapur,2014,38,77,0,0,6,0,0,0,6,0,6,0,12,9,3,0,0,0,3,2,1,0,18,15,3,8,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,9,9,0,0,0,2,1,0,0,1,0,0,0,0,0,2,13,0,69,0
Chhattisgarh,Dantewara,2014,22,18,0,0,11,0,0,0,11,1,10,0,11,8,0,0,3,0,2,1,1,1,28,28,0,25,7,18,0,0,7,0,0,0,0,0,0,0,0,0,0,7,13,13,0,0,0,9,3,1,0,1,4,0,0,0,0,6,41,0,102,3
Chhattisgarh,Dhamtari,2014,20,10,2,0,36,0,0,0,36,0,36,1,24,17,0,0,7,0,0,0,0,4,62,49,13,89,43,46,0,5,16,0,1,0,0,1,1,0,0,0,0,4,27,27,0,0,3,49,4,6,0,3,36,6,0,0,0,9,144,3,68,0
Chhattisgarh,Durg,2014,50,41,0,0,84,0,0,0,84,0,84,4,243,126,0,0,24,93,4,0,4,56,370,0,370,813,372,441,0,14,111,1,7,0,0,7,0,7,0,0,0,41,74,74,0,0,12,254,0,0,0,0,254,12,0,0,0,172,261,2,1060,3
Chhattisgarh,Gariyaband,2014,15,13,0,0,42,0,0,0,42,1,41,1,15,12,0,0,3,0,2,0,2,4,41,33,8,45,24,21,0,1,8,3,0,0,0,0,0,0,0,0,0,2,17,17,0,0,3,31,12,1,0,4,14,3,0,0,0,14,72,5,225,0
Chhattisgarh,G. R. P. Raipur,2014,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,9,5,4,1,290,4,286,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,8,7,1,0,0,0,0,0,0,0,4,1,1,1,1
Chhattisgarh,Jagdalpur,2014,45,29,0,0,32,0,0,0,32,0,32,0,40,0,0,0,0,40,9,0,9,5,81,0,81,101,46,55,0,0,13,0,0,0,0,0,0,0,0,0,0,7,552,552,0,0,1,42,42,0,0,0,0,0,0,0,0,20,0,0,0,0
Chhattisgarh,Janjgir,2014,48,27,3,0,64,0,0,0,64,4,60,0,144,112,2,2,25,3,2,0,2,20,203,168,35,243,116,127,0,9,45,0,0,0,0,0,0,0,0,0,0,17,82,81,1,0,20,141,54,8,0,2,77,7,0,0,0,90,186,0,506,2
Chhattisgarh,Jashpur,2014,55,17,1,0,86,0,0,0,86,8,78,0,71,35,0,0,8,28,3,0,3,16,63,63,0,75,33,42,0,5,19,0,0,0,0,0,0,0,0,0,0,5,57,57,0,0,0,48,48,0,0,0,0,0,0,0,0,11,123,10,272,18
Chhattisgarh,Kabirdham,2014,25,5,0,0,39,0,0,0,39,0,39,1,84,77,1,0,6,0,0,0,0,4,67,67,0,93,36,57,0,4,25,0,0,0,0,0,0,0,0,0,0,5,10,10,0,0,6,84,0,4,0,2,78,2,0,2,0,14,87,0,330,0
Chhattisgarh,Kanker,2014,47,42,0,0,40,0,0,0,40,0,40,0,47,47,0,0,0,0,1,0,1,5,67,67,0,97,26,71,0,6,18,0,0,0,0,0,0,0,0,0,0,9,19,19,0,0,5,37,0,0,0,0,37,2,0,0,0,25,103,6,46,0
Chhattisgarh,Kondagaon,2014,33,19,1,0,21,0,0,0,21,0,21,0,20,0,0,0,12,8,2,0,2,2,37,37,0,33,22,11,0,0,5,0,0,0,0,0,0,0,0,0,0,7,187,187,0,0,1,16,2,4,0,0,10,0,0,0,0,8,84,5,230,0
Chhattisgarh,Korba,2014,37,12,3,0,68,0,0,0,68,10,58,2,53,0,0,0,11,42,4,0,4,22,161,149,12,240,96,144,0,13,35,33,1,0,0,1,0,1,0,0,0,11,46,46,0,0,6,83,5,1,0,5,72,4,0,0,0,51,184,0,528,3
Chhattisgarh,Koriya,2014,40,26,1,0,58,0,0,0,58,3,55,0,85,73,0,0,12,0,0,0,0,7,80,80,0,91,16,75,0,1,22,0,0,0,0,0,0,0,0,0,0,5,708,708,0,0,2,74,74,0,0,0,0,1,0,0,0,59,77,0,0,0
Chhattisgarh,Mahasamund,2014,22,16,1,0,44,0,0,0,44,0,44,0,87,72,0,0,7,8,1,0,1,9,163,152,11,223,77,146,0,7,37,2,3,0,0,3,2,1,0,0,0,2,36,36,0,0,10,99,1,0,0,0,98,4,0,0,0,28,196,1,393,0
Chhattisgarh,Mungali,2014,21,9,0,0,10,0,0,0,10,1,9,0,36,36,0,0,0,0,0,0,0,5,76,76,0,84,26,58,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,38,0,0,0,0,38,15,0,0,0,14,63,0,0,0
Chhattisgarh,Narayanpur,2014,5,31,0,0,7,0,0,0,7,0,7,0,9,5,2,0,2,0,3,0,3,1,8,8,0,8,5,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,6,0,0,0,0,6,0,0,0,0,1,9,0,65,7
Chhattisgarh,Raigarh,2014,74,34,5,0,121,0,0,0,121,3,118,0,96,0,0,0,0,96,5,0,5,21,150,150,0,331,157,174,0,11,37,0,3,0,0,3,3,0,0,0,0,15,820,820,0,0,7,140,140,0,0,0,0,1,0,1,0,46,269,0,0,0
Chhattisgarh,Raipur,2014,49,95,2,0,141,0,0,0,141,4,137,6,265,226,1,0,33,5,4,0,4,76,532,455,77,1557,853,704,0,37,273,0,3,0,0,3,3,0,0,0,0,31,107,107,0,0,3,224,48,20,2,16,138,4,0,4,0,96,377,11,1674,0
Chhattisgarh,Rajnandgaon,2014,33,29,1,0,57,0,0,0,57,4,53,0,113,50,0,0,43,20,2,0,2,20,143,143,0,264,142,122,0,6,72,0,2,0,0,2,2,0,0,0,0,12,15,15,0,0,4,100,27,4,1,10,58,3,0,0,0,33,186,5,721,0
Chhattisgarh,Sarguja,2014,61,13,2,0,94,0,0,0,94,4,90,0,51,30,1,0,0,20,0,0,0,16,82,82,0,124,50,74,31,5,26,0,0,0,0,0,0,0,0,0,0,12,61,61,0,0,4,76,15,0,2,1,58,0,0,0,0,23,156,6,338,0
Chhattisgarh,Sukma,2014,20,43,0,0,5,0,0,0,5,0,5,0,9,5,1,0,2,1,7,3,4,5,9,9,0,10,7,3,9,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,5,0,0,0,0,0,0,0,0,3,10,0,0,0
